today,year,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,sugarWasSavedBySW,sugarWasSavedByIrrig,ratoon_no,sugarDAS,sugarStage,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,greenwt,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,biomass_n,green_biomass_n,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalSoilN2O,totalSoilCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigAlloc,MaxIrrigNum,IrrigFreq,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,NUPE,sucroseTH,IrrigAllocOrig
01/09/1967,1967,244,1966,01-May,2,sugar,alive,0,0,1,365,4.479,1965,1/9/1966,121,0,0,181,1967,14,2616,5534.14,4901.74,5889.54,4268.17,131.099,2269.47,,0,0,0,18.393,102.4,65.72,55.72,33.129,6579.165,6612.294,110472.671,16.48,14.16,1.325,6,300,1191.4,190.847,259.332,900.349,827.523,198.81,1026.333,1.236,6649.022,10.986,6660.007,111268.918,150,224.995,292.681,10.775,10.121,0.483,2.144,8830.923,350,0.831,2542.3,9.4,1016.9,0,0,17.527,27.224,19.865,100.3,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1491.4,1200.349,450.179,648.989,21.379,10.604,10.9217402605409,0.127735345156007,17.4798666666667,0.873993333333333,0.582675170559346,22.695,3_6
01/08/1968,1968,214,1967,01-May,2,sugar,alive,0,0,2,335,4.376,1965,1/9/1967,121,0,0,181,1968,14,2616,3939.18,3543.47,4488.75,2882.32,89.507,1650.79,,0,0,0,19.785,78.8,62.609,52.609,10.986,6649.022,6660.007,111268.918,13.16,11.71,1.347,5,250,2210.6,687.505,1006.577,885.611,573.936,167.98,741.917,1.752,6709.987,3.092,6713.079,111772.305,150,189.63,279.077,13.489,7.553,1.317,2.672,8908.314,350,0.708,1759.2,6.7,703.7,0,0,17.482,27.186,19.944,213.1,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2460.6,1135.611,1694.082,1862.062,22.359,8.87,7.88183629781677,0.120642875146411,12.7867142857143,0.596713333333333,0.472008648420609,16.508,3_6
01/07/1969,1969,182,1968,01-May,2,sugar,alive,0,0,3,334,4.444,1965,1/8/1968,121,0,0,181,1969,14,2616,4990.83,4417.69,5501.59,3641.09,111.974,1755.37,,0,0,0,16.382,112.8,72.21,62.21,3.092,6709.987,6713.079,111772.305,18.06,15.96,1.365,6,300,961.4,135.077,118.702,806.951,753.614,196.192,949.807,0.374,6710.388,2.435,6712.822,111802.712,150,247.908,308.06,11.313,0.126,0.34,2.302,8707.518,350,0.738,1915.2,7.1,766.1,0,0,18.432,28.034,20.372,55.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1261.4,1106.951,253.779,449.971,11.779,0.466,10.1155335692366,0.117891318973223,14.9298666666667,0.746493333333333,0.451675621601562,17.554,3_6
01/07/1970,1970,182,1969,01-May,2,sugar,alive,0,0,4,365,4.493,1965,1/7/1969,121,0,0,181,1970,14,2616,4891.28,4224.65,5286.08,3746.83,114.248,1946.8,,0,0,0,18.059,111.2,112.025,102.025,2.435,6710.388,6712.822,111802.712,17.22,14.77,1.367,6,300,1657.1,263.279,760.422,783.173,785.215,185.211,970.426,2.53,6746.105,1.33,6747.435,112620.928,150,237.902,316.77,8.022,0.282,1.99,1.802,9725.308,350,0.798,2284.9,8.5,914,0,0,17.69,27.53,20.173,411.7,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1957.1,1083.173,1023.701,1208.912,10.294,2.272,10.5475302652485,0.117729739310365,15.2330666666667,0.761653333333333,0.480231355768342,19.468,3_6
01/07/1971,1971,182,1970,01-May,2,sugar,alive,0,0,5,365,4.45,1965,1/7/1970,121,0,0,181,1971,14,2616,5252.41,4588.57,5704.82,3934.58,120.475,1898.23,,0,0,0,16.48,122.2,56.999,46.999,1.33,6746.105,6747.435,112620.928,19.09,16.66,1.378,6,300,1633.5,353.931,528.7,950.268,817.036,194.165,1011.201,2.551,6752.344,2.064,6754.408,112641.365,150,259.431,334.639,8.328,0.252,1.816,1.757,9791.825,350,0.803,2317.8,8.6,927.1,0,0,17.125,27.326,19.196,129.3,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1933.5,1250.268,882.631,1076.796,10.396,2.068,9.63593405573845,0.119140507179087,16.0633333333333,0.803166666666667,0.464381666030659,18.982,3_6
01/07/1972,1972,183,1971,01-May,2,sugar,alive,0,0,6,366,4.494,1965,1/7/1971,121,0,0,181,1972,14,2616,5405.01,4811.32,5960.5,4062.02,125.33,2171.37,,0,0,0,18.41,121.1,78.667,68.667,2.064,6752.344,6754.408,112641.365,18.44,16.27,1.381,6,300,2077.4,526.991,797.994,1046.219,865.261,182.573,1047.833,2.658,6765.673,3.224,6768.897,112965.011,150,253.611,346.008,16.9,0.578,2.488,3.332,10502.194,350,0.761,2045.4,7.6,818.2,0,0,17.741,27.479,19.215,183.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2377.4,1346.219,1324.985,1507.558,19.966,3.066,9.30977797817443,0.119608754448466,16.7106666666667,0.835533333333333,0.494182034690924,21.714,3_6
01/05/1973,1973,121,0,01-May,2,none,out,0,0,-1,0,6,1965,0.000,121,0,0,181,-1,14,2616,0,0,0,0,0,0,,0,0,0,0,0,65.25,55.25,3.224,6765.673,6768.897,112965.011,0,0,1.387,0,0,1038,447.624,238.765,555.076,0,232.079,232.079,0.152,6907.763,19.393,6927.157,114838.802,0,0,87.361,5.604,0.404,0.278,0.558,8917.563,350,0.008,11.2,0.1,4.5,0,0,18.299,28.252,21.048,148.3,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1038,555.076,686.389,918.468,6.286,0.682,0,0,0,,,0,3_6
03/09/1974,1974,246,1973,01-May,3,sugar,alive,0,0,0,490,4.669,1973,1/5/1973,121,0,2,181,1974,12,2616,6877.81,6082.79,6971.15,5547.82,169.194,2539.92,,0,0,0,15.565,189.2,184.782,184.782,19.393,6907.763,6927.157,114838.802,28.11,25.2,1.407,6,300,3287.8,568.148,1792.228,1192.27,943.534,354.709,1298.244,26.986,6685.576,1.385,6686.961,112245.494,130,387.48,396.01,19.408,0.951,4.907,3.905,6358.852,350,0.962,4689,17.2,1875.6,0,0,17.273,26.425,17.453,199.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3587.8,1492.27,2360.376,2715.085,25.266,5.858,11.3380286409296,0.13032527013412,22.5592,1.30149230769231,0.436652214307835,25.399,3_6
03/09/1975,1975,246,1974,01-May,3,sugar,alive,0,0,1,365,4.491,1973,3/9/1974,121,0,2,183,1975,12,2618,4998.49,4509.88,5502.53,3802.48,118.029,2249.25,,0,0,0,20.54,105.3,95.962,85.962,1.385,6685.576,6686.961,112245.494,16.05,14.26,1.364,5,250,1730,507.186,576.518,948.986,744.044,164.017,908.061,0.652,6758.25,4.329,6762.579,112687.131,150,224.788,315.668,8.565,0.301,0.678,1.954,10734.052,350,0.723,1834.7,7,733.9,0,0,17.873,27.222,19.543,139.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1980,1198.986,1083.704,1247.721,9.544,0.979,9.84406823766082,0.129979153382867,16.8612857142857,0.78686,0.525068064131537,22.492,3_6
03/08/1976,1976,216,1975,01-May,3,sugar,alive,0,0,2,335,4.431,1973,3/9/1975,121,0,2,183,1976,12,2618,4663.82,4211.36,5249.52,3458.96,107.709,1857.14,,0,0,0,18.308,102.6,69.197,59.197,4.329,6758.25,6762.579,112687.131,16.31,14.65,1.391,3,150,2274.8,710.795,861.647,1066.072,649.548,171.929,821.477,2.074,6764.822,3.305,6768.127,112798.872,150,224.988,313.175,22.799,4.074,2.768,4.324,9031.848,350,0.721,1823.4,6.8,729.4,0,0,18.468,27.091,18.043,161.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2424.8,1216.072,1572.442,1744.371,29.641,6.842,8.8571235913663,0.131116269840787,17.9515,0.71806,0.478732199050616,18.571,3_6
03/07/1977,1977,184,1976,01-May,3,sugar,alive,0,0,3,334,4.44,1973,3/8/1976,121,0,2,183,1977,12,2618,5063.02,4419.11,5541.71,3739.22,114.339,1779.41,,0,0,0,16.242,106.7,91.079,81.079,3.305,6764.822,6768.127,112798.872,17.36,15,1.396,6,300,1959.8,561.087,779.669,951.475,760.568,171.971,932.539,2.881,6772.263,4.293,6776.555,113005.115,150,239.324,321.49,17.79,1.881,2.735,3.236,9319.638,350,0.807,2348.5,8.7,939.4,0,0,18.392,27.812,19.513,166.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2259.8,1251.475,1340.756,1512.727,22.406,4.616,9.13633911983859,0.122610421655287,15.2452,0.76226,0.477758185555983,17.794,3_6
03/07/1978,1978,184,1977,01-May,3,sugar,alive,0,0,4,365,4.476,1973,3/7/1977,121,0,2,183,1978,12,2618,4526.55,3971.33,5014.71,3402.44,104.277,1802.53,,0,0,0,18.362,104.3,59.584,49.584,4.293,6772.263,6776.555,113005.115,16.2,14.16,1.4,6,300,1314.6,181.871,546.688,730.268,671.576,190.316,861.892,1.69,6827.403,3.382,6830.785,113885.66,150,223.957,305.5,2.569,0.159,1.518,0.751,9647.135,350,0.747,1963,7.4,785.2,0,0,17.591,27.306,20.244,300,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1614.6,1030.268,728.559,918.875,4.246,1.677,10.1213470669767,0.120986156038112,13.9036,0.69518,0.465611702246413,18.025,3_6
03/07/1979,1979,184,1978,01-May,3,sugar,alive,0,0,5,365,4.478,1973,3/7/1978,121,0,2,183,1979,12,2618,5562.46,4962.93,6113.07,4172.89,129.016,2062.66,,0,0,0,16.765,129.1,65.733,55.733,3.382,6827.403,6830.785,113885.66,19.53,17.33,1.414,5,250,2906,464.244,1653.079,1016.44,780.385,186.049,966.434,7.066,6812.759,2.369,6815.128,113645.414,150,264.627,337.99,18.911,0.55,5.106,3.711,9957.417,350,0.759,2030,7.5,812,0,0,18.015,26.651,18.211,509.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3156,1266.44,2117.323,2303.372,24.567,5.656,10.1872966741417,0.133496958923217,18.4308571428571,0.860106666666667,0.487539064418975,20.627,3_6
03/07/1980,1980,185,1979,01-May,3,sugar,alive,0,0,6,366,4.518,1973,3/7/1979,121,0,2,183,1980,12,2618,5667.16,5059.23,6262.54,4302.9,132.941,2264.88,,0,0,0,18.055,122.2,122.975,112.975,2.369,6812.759,6815.128,113645.414,18.37,16.14,1.412,6,300,1248.6,167.148,404.215,812.074,832.093,171.025,1003.118,1.061,6837.607,4.234,6841.841,114015.363,150,256.96,330.381,2.048,0.109,0.94,0.728,10835.724,350,0.783,2183.7,8.1,873.5,0,0,18.403,27.636,19.974,215.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1548.6,1112.074,571.363,742.388,3.097,1.049,11.954330377295,0.132527778386989,17.7254666666667,0.886273333333333,0.517360678704857,22.649,3_6
01/05/1981,1981,121,0,01-May,3,none,out,0,0,-1,0,6,1973,0.000,121,0,2,183,-1,12,2618,0,0,0,0,0,0,,0,0,0,0,0,79.093,69.093,4.234,6837.607,6841.841,114015.363,0,0,1.422,0,0,1435.4,713.77,401.445,747.496,0,254.69,254.69,0.491,6933.593,51.757,6985.35,114614.858,0,0,124.488,18.124,2.466,1.179,2.768,10550.233,350,0.006,9,0,3.6,0,0,19.146,27.914,20.243,100.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1435.4,747.496,1115.215,1369.905,21.769,3.645,0,0,0,,,0,3_6
01/09/1982,1982,244,1981,01-May,4,sugar,alive,0,0,0,488,4.642,1981,1/5/1981,121,0,0,181,1982,14,2616,4921.46,4269.14,4943.21,3984.82,119.48,1875.86,,0,0,0,16.411,169.5,144.589,144.589,51.757,6933.593,6985.35,114614.858,24.99,22.6,1.435,6,300,1464.7,223.265,518.066,868.656,686.782,410.846,1097.628,12.187,6752.715,7.742,6760.457,113018.211,130,345.121,351.197,29.017,5.798,10.959,5.287,4802.612,350,0.94,4023.6,14.7,1609.4,0,0,16.85,26.342,18.91,222,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1764.7,1168.656,741.331,1152.177,45.774,16.757,10.2237099711121,0.10885290827129,15.9306666666667,0.919076923076923,0.346197420614799,18.759,3_6
01/09/1983,1983,244,1982,01-May,4,sugar,alive,0,0,1,365,4.467,1981,1/9/1982,121,0,0,181,1983,14,2616,5419.7,4754.92,5714.37,4095.77,125.413,2057.16,,0,0,0,17.276,112.8,52.331,42.331,7.742,6752.715,6760.457,113018.211,18.48,16.05,1.402,6,300,1433.4,331.891,423.496,929.45,754.142,198.188,952.33,2.438,6791.563,1.844,6793.407,113459.871,150,243.765,313.343,10.807,4.215,1.104,2.092,8514.534,350,0.823,2474.7,9.2,989.9,0,0,18.25,27.127,20.019,156,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1733.4,1229.45,755.387,953.575,16.126,5.319,10.200740168368,0.131690695452207,16.7217333333333,0.836086666666667,0.514483211289562,20.572,3_6
01/08/1984,1984,214,1983,01-May,4,sugar,alive,0,0,2,335,4.43,1981,1/9/1983,121,0,0,181,1984,14,2616,4209.71,3652.89,4608.96,3122.8,95.22,1546.9,,0,0,0,17.082,89.8,60.013,50.013,1.844,6791.563,6793.407,113459.871,14.8,12.76,1.417,6,300,689.2,112.48,57.12,596.152,594.045,157.686,751.731,0.105,6843.443,2.434,6845.876,114095.793,150,210.694,301.512,13.957,0.425,0.159,2.701,9221.959,350,0.773,2121.1,8,848.4,0,0,18.796,27.49,19.292,62,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,989.2,896.152,169.6,327.286,14.541,0.584,10.6254296146189,0.12666765106135,12.696,0.6348,0.451935033745622,15.469,3_6
01/07/1985,1985,182,1984,01-May,4,sugar,alive,0,0,3,334,4.463,1981,1/8/1984,121,0,0,181,1985,14,2616,5781.03,5100.99,6277.3,4307.18,132.601,2156.84,,0,0,0,17.107,123.3,109.882,99.882,2.434,6843.443,6845.876,114095.793,19.77,17.28,1.433,6,300,1538.4,262.123,551.713,910.611,837.759,175.395,1013.154,2.168,6829.145,3.237,6832.382,113990.202,150,269.966,333.792,11.025,0.617,1.411,2.169,9374.03,350,0.792,2242.3,8.3,896.9,0,0,18.98,27.78,19.759,365,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,50,3,6,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1838.4,1210.611,813.836,989.231,13.053,2.028,10.9532294023431,0.130879412211766,17.6801333333333,0.884006666666667,0.491176666691361,21.568,3_6
