today,year,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,sugarWasSavedBySW,sugarWasSavedByIrrig,ratoon_no,sugarDAS,sugarStage,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,greenwt,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,biomass_n,green_biomass_n,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalSoilN2O,totalSoilCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigAlloc,MaxIrrigNum,IrrigFreq,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,NUPE,sucroseTH,IrrigAllocOrig
01/09/1967,1967,244,1966,01-May,2,sugar,alive,0,0,1,365,4.479,1965,1/9/1966,121,0,0,181,1967,14,2616,5505.1,4876.16,5864.05,4244.94,130.36,2259.51,,0,0,0,18.419,102.9,65.745,55.745,28.904,6580.468,6609.372,110472.382,16.48,14.17,1.325,9,297,1191.4,177.121,279.551,881.219,819.016,197.868,1016.884,1.343,6656.516,9.17,6665.685,111345.513,150,224.177,289.621,8.439,6.852,0.557,1.724,8848.249,350,0.83,2530,9.4,1012,0,0,17.527,27.224,19.865,100.3,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1488.4,1178.219,456.672,654.54,15.848,7.409,11.0641570030699,0.128195546394672,17.4511378848728,0.869066666666667,0.581504793087605,22.595,3_9
01/08/1968,1968,214,1967,01-May,2,sugar,alive,0,0,2,335,4.376,1965,1/9/1967,121,0,0,181,1968,14,2616,4040,3643.65,4602.44,2962.01,92.161,1694.96,,0,0,0,19.721,83.5,62.59,52.59,9.17,6656.516,6665.685,111345.513,13.82,12.37,1.348,7,231,2210.6,649.031,1002.182,904.721,588.033,175.907,763.94,2.038,6710.635,3.206,6713.841,111799.565,150,197.119,286.809,12.105,5.83,1.86,2.33,8964.757,350,0.691,1676.1,6.4,670.4,0,0,17.482,27.186,19.944,213.1,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2441.6,1135.721,1651.213,1827.12,19.795,7.69,8.11475705741111,0.120639055423201,13.5331864904552,0.614406666666667,0.467539912438679,16.95,3_9
01/07/1969,1969,182,1968,01-May,2,sugar,alive,0,0,3,334,4.445,1965,1/8/1968,121,0,0,181,1969,14,2616,5058.87,4483.87,5581.71,3699.53,113.926,1795.95,,0,0,0,16.49,113,75.038,65.038,3.206,6710.635,6713.841,111799.565,18.14,16.03,1.364,9,297,961.4,124.64,120.203,807.515,762.546,197.024,959.57,0.396,6713.146,2.299,6715.445,111880.134,150,248.516,309.489,11.012,0.093,0.342,2.278,8743.633,350,0.736,1903.2,7.1,761.3,0,0,18.432,28.034,20.372,55.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1258.4,1104.515,244.843,441.867,11.447,0.435,10.3145724594053,0.118726096063862,15.2511378848728,0.759506666666667,0.458425212058781,17.96,3_9
01/07/1970,1970,182,1969,01-May,2,sugar,alive,0,0,4,365,4.493,1965,1/7/1969,121,0,0,181,1970,14,2616,4873.45,4213.95,5277.54,3730.97,113.852,1963.76,,0,0,0,18.315,111.6,111.025,101.025,2.299,6713.146,6715.445,111880.134,17.24,14.83,1.367,9,297,1657.1,232.724,787.055,759.901,782.628,187.932,970.56,2.729,6749.033,1.342,6750.375,112654.331,150,238.34,319.613,7.902,0.19,2.197,1.792,9819.75,350,0.792,2240.7,8.3,896.3,0,0,17.69,27.53,20.173,411.7,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1954.1,1056.901,1019.779,1207.711,10.289,2.387,10.7722482995096,0.117305473128915,15.2412315930388,0.759013333333333,0.477687337417135,19.638,3_9
01/07/1971,1971,182,1970,01-May,2,sugar,alive,0,0,5,365,4.45,1965,1/7/1970,121,0,0,181,1971,14,2616,5251.06,4595,5714.25,3913.67,119.929,1906.9,,0,0,0,16.657,121.6,56.786,46.786,1.342,6749.033,6750.375,112654.331,19.12,16.72,1.378,9,297,1633.5,350.845,529.75,957.064,811.246,197.162,1008.408,2.88,6755.421,2.006,6757.427,112765.629,150,258.784,333.397,8.32,0.214,1.822,1.773,9636.957,350,0.798,2287.1,8.5,914.8,0,0,17.125,27.326,19.196,129.3,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1930.5,1254.064,880.595,1077.757,10.356,2.036,9.56322803301905,0.118929044593062,16.0547523427042,0.799526666666667,0.463432824285891,19.069,3_9
01/07/1972,1972,183,1971,01-May,2,sugar,alive,0,0,6,366,4.494,1965,1/7/1971,121,0,0,181,1972,14,2616,5398.75,4816.86,5966.95,4056.94,125.328,2185.97,,0,0,0,18.554,120.6,80.283,70.283,2.006,6755.421,6757.427,112765.629,18.37,16.24,1.381,9,297,2077.4,521.384,802.632,1043.422,863.271,182.772,1046.044,2.694,6770.709,3.261,6773.97,113041.466,150,252.478,344.815,16.814,0.555,2.507,3.325,10611.163,350,0.752,1993.8,7.4,797.5,0,0,17.741,27.479,19.215,183.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2374.4,1340.422,1324.016,1506.788,19.876,3.062,9.3498913028882,0.119811403726803,16.7775100401606,0.83552,0.496391764827034,21.86,3_9
01/05/1973,1973,121,0,01-May,2,none,out,0,0,-1,0,6,1965,0.000,121,0,0,181,-1,14,2616,0,0,0,0,0,0,,0,0,0,0,0,66.623,56.623,3.261,6770.709,6773.97,113041.466,0,0,1.387,0,0,1038,447.537,238.445,555.46,0,233.88,233.88,0.155,6910.826,20.56,6931.386,114834.253,0,0,87.77,5.965,0.43,0.278,0.593,8977.011,350,0.008,11.1,0.1,4.4,0,0,18.299,28.252,21.048,148.3,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1038,555.46,685.982,919.862,6.673,0.708,0,0,0,,,0,3_9
03/09/1974,1974,246,1973,01-May,3,sugar,alive,0,0,0,490,4.669,1973,1/5/1973,121,0,2,181,1974,12,2616,6842.17,6049.57,6934.23,5515,168.148,2531.38,,0,0,0,15.617,188.4,184.761,184.761,20.56,6910.826,6931.386,114834.253,28.02,25.12,1.406,9,297,3287.8,568.211,1796.62,1188.475,936.284,354.496,1290.78,27.074,6689.326,1.43,6690.756,112298.246,130,386.248,394.97,20.787,1.257,4.718,4.187,6287.305,350,0.962,4670.9,17.1,1868.4,0,0,17.273,26.425,17.453,199.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3584.8,1485.475,2364.831,2719.327,26.762,5.975,11.3194769349871,0.130268519809727,22.5097724230254,1.29344615384615,0.435336882003273,25.314,3_9
03/09/1975,1975,246,1974,01-May,3,sugar,alive,0,0,1,365,4.491,1973,3/9/1974,121,0,2,183,1975,12,2618,5029.11,4539.62,5535.38,3829.47,118.914,2270.03,,0,0,0,20.58,104.1,95.951,85.951,1.43,6689.326,6690.756,112298.246,15.89,14.1,1.364,8,264,1730,504.894,577.718,949.393,751.981,164.577,916.557,0.646,6763.834,4.496,6768.33,112762.344,150,222.672,312.954,8.616,0.326,0.677,1.953,10696.095,350,0.719,1813.4,6.9,725.3,0,0,17.873,27.222,19.543,139.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1994,1213.393,1082.612,1247.189,9.619,1.003,9.80012246650508,0.129739885244453,16.6546218487395,0.79276,0.534032118991162,22.7,3_9
03/08/1976,1976,216,1975,01-May,3,sugar,alive,0,0,2,335,4.431,1973,3/9/1975,121,0,2,183,1976,12,2618,4617.61,4163.15,5195.9,3417.43,106.308,1829.19,,0,0,0,18.264,101.3,74.782,64.782,4.496,6763.834,6768.33,112762.344,16.12,14.46,1.392,4,132,2274.8,714.171,874.476,1050.949,641.191,171.252,812.444,2.002,6771.434,3.368,6774.802,112920.149,150,223.408,311.268,22.847,4.193,2.765,4.335,8992.952,350,0.723,1832.8,6.8,733.1,0,0,18.468,27.091,18.043,161.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2406.8,1182.949,1588.647,1759.899,29.805,6.958,8.98669342465313,0.130849633944001,18.2659793814433,0.70872,0.475846881042756,18.292,3_9
03/07/1977,1977,184,1976,01-May,3,sugar,alive,0,0,3,334,4.429,1973,3/8/1976,121,0,2,183,1977,12,2618,4820.12,4209.82,5300.68,3550.62,108.696,1689.79,,0,0,0,16.221,104.3,72.491,62.491,3.368,6771.434,6774.802,112920.149,16.89,14.65,1.397,8,264,1959.8,542.997,779.473,958.823,718.698,180.162,898.859,3.409,6783.17,4.675,6787.845,113144.715,150,231.569,321.792,19.037,1.601,2.877,3.488,9139.173,350,0.788,2215.1,8.2,886,0,0,18.392,27.812,19.513,166.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2223.8,1222.823,1322.47,1502.632,23.515,4.478,8.88893977296796,0.120926641442095,15.2235294117647,0.72464,0.469389253311108,16.898,3_9
03/07/1978,1978,184,1977,01-May,3,sugar,alive,0,0,4,365,4.475,1973,3/7/1977,121,0,2,183,1978,12,2618,4441.89,3889.14,4908.93,3321.57,101.774,1726.51,,0,0,0,17.966,102.3,58.962,48.962,4.675,6783.17,6787.845,113144.715,16.11,14.09,1.401,9,297,1314.6,161.803,567.474,713.746,658.692,198.948,857.64,1.908,6835.497,3.396,6838.894,114031.849,150,220.345,301.818,4.594,0.135,1.683,1.073,9204.554,350,0.739,1920.3,7.2,768.1,0,0,17.591,27.306,20.244,300,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1611.6,1010.746,729.277,928.225,6.412,1.818,10.069196415321,0.118667506179749,13.6243641231593,0.678493333333333,0.46188477160816,17.265,3_9
03/07/1979,1979,184,1978,01-May,3,sugar,alive,0,0,5,365,4.478,1973,3/7/1978,121,0,2,183,1979,12,2618,5593.09,4991.53,6136.59,4201.57,129.939,2084.42,,0,0,0,16.831,129.2,65.646,55.646,3.396,6835.497,6838.894,114031.849,19.56,17.35,1.413,9,297,2906,482.407,1668.229,990.772,783.946,188.03,971.975,7.774,6820.616,2.427,6823.043,113738.002,150,265.041,337.462,18.915,0.573,5.151,3.706,9933.766,350,0.757,2019.4,7.5,807.8,0,0,18.015,26.651,18.211,509.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3203,1287.772,2150.636,2338.666,24.639,5.724,10.0902178335917,0.133685537179454,17.3947791164659,0.86626,0.490259997509819,20.844,3_9
03/07/1980,1980,185,1979,01-May,3,sugar,alive,0,0,6,366,4.518,1973,3/7/1979,121,0,2,183,1980,12,2618,5630.24,5025.71,6222.07,4276.32,132.11,2259.11,,0,0,0,18.133,121.1,128.035,118.035,2.427,6820.616,6823.043,113738.002,18.19,15.98,1.412,9,297,1248.6,171.806,404.653,812.456,827.636,171.839,999.475,1.065,6847.045,4.303,6851.348,114146.965,150,255.179,327.739,1.975,0.107,0.955,0.718,10778.69,350,0.782,2173.4,8.1,869.4,0,0,18.403,27.636,19.974,215.6,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1545.6,1109.456,576.459,748.298,3.037,1.062,11.9076376169943,0.132179394181946,17.6854082998661,0.880733333333333,0.517715015734054,22.591,3_9
01/05/1981,1981,121,0,01-May,3,none,out,0,0,-1,0,6,1973,0.000,121,0,2,183,-1,12,2618,0,0,0,0,0,0,,0,0,0,0,0,79.701,69.701,4.303,6847.045,6851.348,114146.965,0,0,1.422,0,0,1435.4,710.433,401.037,749.326,0,259.039,259.039,0.516,6937.048,54.201,6991.249,114653.46,0,0,128.815,19.675,3.171,1.234,3.002,10570.052,350,0.006,8.7,0,3.5,0,0,19.146,27.914,20.243,100.4,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1435.4,749.326,1111.47,1370.509,24.08,4.405,0,0,0,,,0,3_9
01/09/1982,1982,244,1981,01-May,4,sugar,alive,0,0,0,488,4.642,1981,1/5/1981,121,0,0,181,1982,14,2616,4884.76,4238.21,4907.65,3954.73,118.605,1868.24,,0,0,0,16.475,168.8,144.591,144.591,54.201,6937.048,6991.249,114653.46,24.8,22.43,1.435,9,297,1464.7,222.222,519.62,868.05,678.502,415.94,1094.442,12.41,6756.554,9.071,6765.626,113073.081,130,342.568,350.908,31.671,6.482,10.612,5.774,4759.646,350,0.938,3982.7,14.6,1593.1,0,0,16.85,26.342,18.91,222,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1761.7,1165.05,741.842,1157.782,48.765,17.094,10.1802497746878,0.108370292806745,15.8775100401606,0.912346153846154,0.346223231591976,18.682,3_9
01/09/1983,1983,244,1982,01-May,4,sugar,alive,0,0,1,365,4.467,1981,1/9/1982,121,0,0,181,1983,14,2616,5179.3,4549,5473.11,3896.53,119.577,1926.53,,0,0,0,16.917,109.2,52.009,42.009,9.071,6756.554,6765.626,113073.081,18,15.69,1.401,9,297,1433.4,327.147,455.629,905.493,713.704,208.443,922.147,3.308,6798.383,2.343,6800.726,113524.67,150,234.715,312.532,13.017,5.051,1.295,2.425,8243.605,350,0.801,2303,8.6,921.2,0,0,18.25,27.127,20.019,156,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1730.4,1202.493,782.776,991.219,19.363,6.346,9.94409115063456,0.12967238412097,16.0076305220884,0.79718,0.509456148946595,19.265,3_9
01/08/1984,1984,214,1983,01-May,4,sugar,alive,0,0,2,335,4.43,1981,1/9/1983,121,0,0,181,1984,14,2616,4431.95,3855.52,4824.81,3289.87,100.501,1632.57,,0,0,0,17.081,97.7,59.487,49.487,2.343,6798.383,6800.726,113524.67,15.98,13.86,1.417,9,297,689.2,67.758,61.871,603.619,621.259,167.712,788.971,0.144,6836.15,2.056,6838.206,114064.338,150,224.522,310.778,13.153,0.297,0.199,2.644,9074.34,350,0.774,2125.7,8,850.3,0,0,18.796,27.49,19.292,62,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,986.2,900.619,129.629,297.341,13.649,0.496,11.1591027948555,0.127382375271081,13.4539491298527,0.670006666666667,0.447622059308219,16.326,3_9
01/07/1985,1985,182,1984,01-May,4,sugar,alive,0,0,3,334,4.463,1981,1/8/1984,121,0,0,181,1985,14,2616,5658.79,5000.62,6166.27,4217.52,129.938,2150.75,,0,0,0,17.459,119.2,109.088,99.088,2.056,6836.15,6838.206,114064.338,19.09,16.68,1.429,9,297,1538.4,252.734,576.262,879.167,818.178,175.98,994.159,2.358,6834.09,3.248,6837.338,114063.891,150,261.25,329.524,10.98,0.481,1.492,2.156,9477.25,350,0.781,2171.4,8.1,868.5,0,0,18.98,27.78,19.759,365,Mackay,Mackay,Pind,1957,LPOH_5_15,BareFallow,42,MW_Surf2,130_150,33,3,9,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1835.4,1176.167,828.996,1004.976,12.953,1.973,11.0475808282327,0.130701427035313,17.3946452476573,0.866253333333333,0.49737033492823,21.508,3_9
