today,year,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,sugarWasSavedBySW,sugarWasSavedByIrrig,ratoon_no,sugarDAS,sugarStage,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,greenwt,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,biomass_n,green_biomass_n,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalSoilN2O,totalSoilCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigAlloc,MaxIrrigNum,IrrigFreq,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,NUPE,sucroseTH,IrrigAllocOrig
01/09/1967,1967,244,1966,01-May,2,sugar,alive,0,0,1,365,4.479,1965,1/9/1966,121,0,0,181,1967,14,2616,5243.52,4648.65,5585.42,4030.35,123.758,2201.89,,0,0,0,18.984,92.7,65.473,55.473,45.304,6572.851,6618.156,110311.932,15.09,12.91,1.325,3,300,1191.4,215.854,300.016,930.81,774.187,204.319,978.506,0.906,6632.934,14.595,6647.529,111015.029,150,209.504,278.984,15.218,19.743,4.007,2.998,8373.284,350,0.819,2445.3,9.1,978.1,0,0,17.527,27.224,19.865,100.3,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1491.4,1230.81,515.87,720.189,38.968,23.75,10.0550044279783,0.12647648558108,16.5010666666667,0.825053333333333,0.590719031617535,22.019,3_3
01/08/1968,1968,214,1967,01-May,2,sugar,alive,0,0,2,335,4.376,1965,1/9/1967,121,0,0,181,1968,14,2616,3731.62,3290.23,4185.67,2720.05,83.502,1489.23,,0,0,0,19.037,65,62.497,52.497,14.595,6632.934,6647.529,111015.029,11.42,9.81,1.344,3,300,2210.6,723.417,1086.924,832.088,547.097,148.539,695.636,1.339,6702.181,3.01,6705.192,111635.424,150,169.821,255.146,16.374,12.811,1.186,3.122,8341.357,350,0.778,2153,8.3,861.2,0,0,17.482,27.186,19.944,213.1,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2510.6,1132.088,1810.341,1958.88,30.371,13.997,7.37592837305934,0.120036915858294,11.1336,0.55668,0.491705972759553,14.892,3_3
01/07/1969,1969,182,1968,01-May,2,sugar,alive,0,0,3,334,4.444,1965,1/8/1968,121,0,0,181,1969,14,2616,4614.71,4077.25,5089.39,3312.46,101.581,1647.42,,0,0,0,17.048,107.7,67.119,57.119,3.01,6702.181,6705.192,111635.424,17.41,15.44,1.363,3,300,961.4,178.744,150.972,804.927,689.479,196.479,885.958,0.354,6700.781,3.147,6703.928,111566.138,150,239.888,301.271,11.98,0.417,2.755,2.386,8528.221,350,0.721,1824.4,6.8,729.8,0,0,18.432,28.034,20.372,55.6,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1261.4,1104.927,329.716,526.195,15.152,3.172,9.19345802935397,0.114656676727339,13.5441333333333,0.677206666666667,0.423451777496165,16.474,3_3
01/07/1970,1970,182,1969,01-May,2,sugar,alive,0,0,4,365,4.493,1965,1/7/1969,121,0,0,181,1970,14,2616,4675.12,4016.14,5027.47,3563.97,108.151,1719.36,,0,0,0,16.654,110.4,112.846,102.846,3.147,6700.781,6703.928,111566.138,17,14.59,1.365,3,300,1657.1,300.225,781.985,793.231,740.325,190.353,930.678,2.449,6734.872,1.432,6736.304,112367.186,150,234.273,309.295,9.453,0.74,1.856,1.984,9338.033,350,0.801,2308.6,8.6,923.4,0,0,17.69,27.53,20.173,411.7,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1957.1,1093.231,1082.21,1272.563,12.049,2.596,9.89278569671003,0.116206679431554,14.4201333333333,0.721006666666667,0.461645174646673,17.194,3_3
01/07/1971,1971,182,1970,01-May,2,sugar,alive,0,0,5,365,4.45,1965,1/7/1970,121,0,0,181,1971,14,2616,4893.22,4216.97,5266,3676.96,111.725,1696.96,,0,0,0,15.782,115.2,57.059,47.059,1.432,6734.872,6736.304,112367.186,18.12,15.64,1.376,3,300,1633.5,415.048,546.914,981.734,757.98,196.256,954.235,2.194,6746.916,2.425,6749.341,112472.819,150,246.674,322.474,10.255,1.199,2.46,2.037,9427.274,350,0.814,2400,8.9,960,0,0,17.125,27.326,19.196,129.3,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1933.5,1281.734,961.962,1158.218,13.914,3.659,8.7167072107005,0.117083318050585,14.8966666666667,0.744833333333333,0.452925723829832,16.97,3_3
01/07/1972,1972,183,1971,01-May,2,sugar,alive,0,0,6,366,4.493,1965,1/7/1971,121,0,0,181,1972,14,2616,5231,4615.6,5719.29,3922.21,120.302,1962.52,,0,0,0,17.165,121.7,74.361,64.361,2.425,6746.916,6749.341,112472.819,18.55,16.3,1.381,3,300,2077.4,525.171,848.189,1051.401,820.114,194.786,1014.901,2.981,6754.931,3.172,6758.103,112802.409,150,255.069,341.559,16.955,0.624,2.539,3.355,10001.912,350,0.772,2109.6,7.8,843.8,0,0,17.741,27.479,19.215,183.4,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2377.4,1351.401,1373.36,1568.146,20.118,3.163,8.90202093975067,0.118535699541138,16.0402666666667,0.802013333333333,0.471644927451004,19.625,3_3
01/05/1973,1973,121,0,01-May,2,none,out,0,0,-1,0,6,1965,0.000,121,0,0,181,-1,14,2616,0,0,0,0,0,0,,0,0,0,0,0,63.501,53.501,3.172,6754.931,6758.103,112802.409,0,0,1.384,0,0,1038,442.832,236.991,559.761,0,237.079,237.079,0.163,6895.002,19.722,6914.724,114616.414,0,0,86.036,5.514,0.379,0.289,0.547,8684.216,350,0.007,10.6,0,4.2,0,0,18.299,28.252,21.048,148.3,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1038,559.761,679.823,916.902,6.182,0.668,0,0,0,,,0,3_3
03/09/1974,1974,246,1973,01-May,3,sugar,alive,0,0,0,490,4.669,1973,1/5/1973,121,0,2,181,1974,12,2616,6522.96,5776.84,6622.87,5248.52,160.268,2461.16,,0,0,0,15.988,187.7,184.598,184.598,19.722,6895.002,6914.724,114616.414,27.12,24.39,1.404,3,300,3287.8,569.766,1859.248,1192.632,885.492,362.188,1247.68,27.174,6671.713,1.648,6673.361,111934.146,130,374.105,394.54,26.373,3.134,7.999,4.862,6243.531,350,0.951,4297.5,15.7,1719,0,0,17.273,26.425,17.453,199.6,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3587.8,1492.632,2429.014,2791.202,37.506,11.133,10.737274827285,0.128452808412413,21.3690666666667,1.23283076923077,0.428403790379706,24.612,3_3
03/09/1975,1975,246,1974,01-May,3,sugar,alive,0,0,1,365,4.491,1973,3/9/1974,121,0,2,183,1975,12,2618,4706.77,4188.98,5120.99,3566.71,109.717,2012.05,,0,0,0,19.656,96.1,95.705,85.705,1.648,6671.713,6673.361,111934.146,14.99,13.1,1.361,3,300,1730,538.538,660.97,918.961,697.375,169.481,866.855,0.971,6749.789,3.531,6753.319,112673.091,150,209.38,299.696,8.871,0.512,0.87,1.97,9974.359,350,0.756,2016.1,7.6,806.4,0,0,17.873,27.222,19.543,139.4,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2030,1218.961,1199.508,1368.989,10.253,1.382,9.00086220970154,0.126569034036834,14.6289333333333,0.731446666666667,0.524008978890056,20.12,3_3
03/08/1976,1976,216,1975,01-May,3,sugar,alive,0,0,2,335,4.431,1973,3/9/1975,121,0,2,183,1976,12,2618,4574.49,4121.21,5120.43,3375.58,104.947,1794.8,,0,0,0,18.135,101.6,59.341,49.341,3.531,6749.789,6753.319,112673.091,16.19,14.53,1.388,2,200,2274.8,728.595,922.676,1044.939,634.6,178.089,812.689,2.561,6755.183,3.341,6758.524,112646.151,150,223.009,312.709,22.397,3.642,3.01,4.18,8867.526,350,0.717,1803.8,6.7,721.5,0,0,18.468,27.091,18.043,161.4,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2474.8,1244.939,1651.271,1829.36,29.049,6.652,8.42989094244778,0.129135499557641,16.1456923076923,0.699646666666667,0.470595357138053,17.948,3_3
03/07/1977,1977,184,1976,01-May,3,sugar,alive,0,0,3,334,4.428,1973,3/8/1976,121,0,2,183,1977,12,2618,4642.62,4054.34,5106.58,3412.61,104.517,1622.43,,0,0,0,16.193,101.1,70.181,60.181,3.341,6755.183,6758.524,112646.151,16.41,14.26,1.392,3,300,1959.8,592.715,816.886,958.905,681.531,180.245,861.776,3.344,6764.532,5.05,6769.582,112776.446,150,224.458,316.595,22.75,4.401,3.507,4.073,9035.488,350,0.78,2162.8,8.1,865.1,0,0,18.392,27.812,19.513,166.6,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,2259.8,1258.905,1409.601,1589.846,30.658,7.908,8.30221502019612,0.121280936113329,13.9356,0.69678,0.465641679066908,16.224,3_3
03/07/1978,1978,184,1977,01-May,3,sugar,alive,0,0,4,365,4.474,1973,3/7/1977,121,0,2,183,1978,12,2618,4786.02,4180.11,5233.18,3598.22,109.866,1823.66,,0,0,0,17.517,107.6,58.604,48.604,5.05,6764.532,6769.582,112776.446,16.83,14.61,1.397,3,300,1314.6,165.963,548.484,757.726,709.405,183.073,892.479,1.56,6804.72,3.423,6808.142,113439.072,150,233.18,302.621,3.22,0.33,2.443,0.846,9432.865,350,0.779,2155.1,8.1,862.1,0,0,17.591,27.306,20.244,300,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1614.6,1057.726,714.447,897.52,5.993,2.773,10.3870000359261,0.123102056182835,14.6488,0.73244,0.471163907710781,18.237,3_3
03/07/1979,1979,184,1978,01-May,3,sugar,alive,0,0,5,365,4.478,1973,3/7/1978,121,0,2,183,1979,12,2618,4932.46,4364.02,5433.66,3699.79,113.735,1869.76,,0,0,0,17.321,114.4,66.279,56.279,3.423,6804.72,6808.142,113439.072,17.43,15.35,1.409,3,300,2906,580.379,1709.162,975.695,686.238,182.811,869.05,6.177,6817.632,2.403,6820.035,113692.82,150,239.275,318.026,18.188,0.88,5.293,3.54,9664.364,350,0.76,2040.1,7.6,816.1,0,0,18.015,26.651,18.211,509.4,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,3206,1275.695,2289.541,2472.352,24.361,6.173,8.91553231767781,0.130872792129337,15.1646666666667,0.758233333333333,0.47533173127155,18.698,3_3
03/07/1980,1980,185,1979,01-May,3,sugar,alive,0,0,6,366,4.517,1973,3/7/1979,121,0,2,183,1980,12,2618,5466.38,4870,6024.3,4115.95,126.794,2038.85,,0,0,0,16.878,122.8,113.689,103.689,2.403,6817.632,6820.035,113692.82,18.44,16.26,1.413,3,300,1248.6,175.033,437.287,833.546,789.001,183.955,972.956,1.016,6832.772,4.417,6837.189,113838.461,150,256.623,320.464,2.995,0.097,0.992,0.833,10225.256,350,0.781,2169.9,8.1,868,0,0,18.403,27.636,19.974,215.6,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1548.6,1133.546,612.32,796.275,4.084,1.089,11.1856069361102,0.130318328886404,16.9058666666667,0.845293333333333,0.494086656301267,20.388,3_3
01/05/1981,1981,121,0,01-May,3,none,out,0,0,-1,0,6,1973,0.000,121,0,2,183,-1,12,2618,0,0,0,0,0,0,,0,0,0,0,0,77.013,67.013,4.417,6832.772,6837.189,113838.461,0,0,1.42,0,0,1435.4,698.411,402.696,751.253,0,266.711,266.711,0.578,6914.783,58.928,6973.711,114255.715,0,0,135.463,21.905,2.953,1.437,3.372,10475.626,350,0.006,8.1,0,3.2,0,0,19.146,27.914,20.243,100.4,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1435.4,751.253,1101.107,1367.818,26.295,4.39,0,0,0,,,0,3_3
01/09/1982,1982,244,1981,01-May,4,sugar,alive,0,0,0,488,4.642,1981,1/5/1981,121,0,0,181,1982,14,2616,4762.71,4128.01,4782.23,3844.65,115.205,1868.74,,0,0,0,17.052,163.8,144.595,144.595,58.928,6914.783,6973.711,114255.715,23.95,21.62,1.431,3,300,1464.7,234.55,562.016,872.746,660.861,400.359,1061.22,11.88,6740.462,9.988,6750.449,112787.072,130,331.217,343.011,35.191,7.995,13.715,6.359,4573.234,350,0.934,3884.6,14.2,1553.8,0,0,16.85,26.342,18.91,222,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1764.7,1172.746,796.566,1196.925,56.901,21.71,9.82352529874329,0.108559016980456,15.3606666666667,0.886192307692308,0.347823330324229,18.687,3_3
01/09/1983,1983,244,1982,01-May,4,sugar,alive,0,0,1,365,4.466,1981,1/9/1982,121,0,0,181,1983,14,2616,5566.3,4880.48,5855.72,4209.73,128.519,2087.9,,0,0,0,17.082,110.4,51.509,41.509,9.988,6740.462,6750.449,112787.072,18.22,15.71,1.4,3,300,1433.4,337.285,423.361,971.288,777.762,185.949,963.712,1.568,6776.307,1.867,6778.174,113227.836,150,243.53,304.936,9.88,6.145,1.668,1.937,8539.98,350,0.843,2645.8,9.9,1058.3,0,0,18.25,27.127,20.019,156,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1733.4,1271.288,760.646,946.595,17.693,7.813,10.1093536633713,0.133358306215965,17.1358666666667,0.856793333333333,0.527733749435388,20.879,3_3
01/08/1984,1984,214,1983,01-May,4,sugar,alive,0,0,2,335,4.43,1981,1/9/1983,121,0,0,181,1984,14,2616,3451.83,2908.83,3774.15,2586.99,77.541,1171.66,,0,0,0,15.685,71.8,60.551,50.551,1.867,6776.307,6778.174,113227.836,12.18,10.2,1.414,3,300,689.2,166.526,120.6,602.838,503.962,148.662,652.624,0.126,6852.248,2.794,6855.042,114153.064,150,180.213,271.421,13.773,0.968,3.262,2.562,8875.215,350,0.838,2598.1,9.9,1039.2,0,0,18.796,27.49,19.292,62,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,989.2,902.838,287.126,435.788,18.003,4.23,8.58858399845819,0.118814202358479,10.3388,0.51694,0.430274175558922,11.717,3_3
01/07/1985,1985,182,1984,01-May,4,sugar,alive,0,0,3,334,4.463,1981,1/8/1984,121,0,0,181,1985,14,2616,5335.69,4698.03,5784.96,3922.84,120.311,1836.97,,0,0,0,15.88,124.2,110.001,100.001,2.794,6852.248,6855.042,114153.064,19.79,17.46,1.435,3,300,1538.4,282.447,609.872,909.601,756.57,196.021,952.591,2.457,6821.21,4.294,6825.504,113741.349,150,267.713,330.232,17.641,2.074,1.749,3.302,8682.479,350,0.781,2167.4,8.1,867,0,0,18.98,27.78,19.759,365,Mackay,Mackay,Pind,1957,Furrow,BareFallow,42,MW_Surf2,130_150,100,3,3,SWD_0_50_200_50_50,P2R,MW_01MayR6V1,MW_T3,1838.4,1209.601,892.319,1088.34,21.464,3.823,9.94633767663882,0.126298694822857,16.0414666666667,0.802073333333333,0.449402905350132,18.37,3_3
